DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2015
"Município infecção";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"320140 CASTELO";-;-;-;7;-;4;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;3;-;-;1;1;1;2;2;9;3;1;4;-;-;3;5;2;9;5;-;-;70
"320150 COLATINA";-;-;1;1;-;1;1;-;-;-;1;3;1;-;1;5;3;1;3;2;3;6;6;10;12;5;5;5;1;4;4;4;-;4;2;7;6;9;9;7;2;8;3;2;1;7;4;3;11;14;10;13;2;-;213
"320160 CONCEICAO DA BARRA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;4;-;1;-;-;-;-;-;1;-;-;-;-;13
"320170 CONCEICAO DO CASTELO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"320190 DOMINGOS MARTINS";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;1;11
"320210 ECOPORANGA";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;6;-;-;-;-;1;15;5;12;-;46
"320220 FUNDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;6;5;-;-;1;2;3;3;2;-;1;3;-;1;3;2;-;1;1;-;1;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;43
"320230 GUACUI";-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"320240 GUARAPARI";-;10;5;7;6;3;1;3;1;1;5;-;3;1;14;10;17;13;23;19;25;15;32;29;30;34;47;51;20;23;22;19;23;17;16;15;14;15;1;4;9;1;6;4;3;7;9;14;7;15;21;14;6;2;712
"320250 IBIRACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"320260 ICONHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;-;-;3;-;4;2;2;2;1;2;-;-;-;1;-;-;-;1;-;-;2;1;-;1;-;-;28
"320270 ITAGUACU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320280 ITAPEMIRIM";-;-;-;-;-;-;2;-;-;1;4;5;3;6;15;4;10;11;1;10;10;5;8;13;5;19;20;12;8;2;6;2;8;1;-;2;1;2;1;1;-;-;-;-;1;-;1;2;2;1;4;5;2;-;216
"320290 ITARANA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320300 IUNA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"320305 JAGUARE";-;-;-;-;-;-;-;-;-;3;-;7;7;5;2;-;5;1;4;6;4;5;1;8;6;1;6;4;-;2;1;2;-;1;1;-;-;3;-;3;8;11;20;18;24;16;18;22;6;2;1;1;2;-;237
"320310 JERONIMO MONTEIRO";-;-;1;-;1;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;2;-;2;3;1;2;-;3;2;1;3;-;-;-;30
"320313 JOAO NEIVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;1;2;1;10;3;6;9;6;4;4;2;1;2;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;59
"320316 LARANJA DA TERRA";-;47;47;29;48;35;13;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;7;233
"320320 LINHARES";-;-;3;2;2;1;-;2;6;5;5;7;3;7;9;20;33;23;24;15;11;9;14;10;12;5;4;2;3;7;7;6;9;23;30;49;17;21;4;3;3;2;2;1;-;2;2;-;-;2;-;-;-;2;429
"320330 MANTENOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"320332 MARATAIZES";-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;-;1;1;-;1;2;1;-;1;2;2;-;-;21
"320334 MARECHAL FLORIANO";-;-;-;-;-;1;1;1;1;1;-;4;-;-;1;3;4;4;4;6;6;-;1;1;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;48
"320335 MARILANDIA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320340 MIMOSO DO SUL";-;2;-;1;-;4;2;1;2;1;7;11;10;11;15;5;7;20;24;10;8;2;2;8;4;1;-;-;1;5;3;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;-;8;4;12;4;-;199
"320350 MONTANHA";-;-;7;9;6;3;3;2;6;5;3;-;-;1;-;-;1;1;2;4;-;2;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;62
"320360 MUCURICI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320380 MUQUI";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;4;1;4;1;1;1;2;1;1;5;3;-;3;-;1;2;-;-;4;2;2;2;1;5;13;21;14;19;22;16;14;16;-;184
"320390 NOVA VENECIA";-;2;-;-;4;4;-;11;2;1;6;3;6;4;5;3;4;11;4;9;11;2;3;4;3;2;2;6;2;2;4;4;4;4;4;3;2;5;-;2;3;1;-;1;4;8;3;4;6;5;6;2;2;-;193
"320400 PANCAS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2;1;1;1;4;1;5;2;5;4;7;3;2;-;6;11;7;2;4;-;-;-;1;-;-;1;3;18;10;23;27;8;10;-;171
"320405 PEDRO CANARIO";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;2;-;1;1;1;-;-;-;1;-;-;-;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"320410 PINHEIROS";-;2;-;2;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9
"320420 PIUMA";-;1;-;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;3;-;2;4;2;6;1;2;2;1;2;-;-;-;-;-;1;-;-;1;1;1;-;-;-;2;2;3;2;1;48
"320425 PONTO BELO";-;-;-;1;2;2;4;6;1;4;5;6;9;10;2;7;7;6;8;7;1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92
"320430 PRESIDENTE KENNEDY";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4;3;3;5;6;13;31;38;56;52;33;21;14;-;287
"320435 RIO BANANAL";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320440 RIO NOVO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;3;2;13;30;16;3;-;74
"320450 SANTA LEOPOLDINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;4
"320455 SANTA MARIA DE JETIBA";-;-;-;-;-;-;-;1;-;1;-;1;-;1;2;4;11;7;5;2;5;1;2;4;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;51
"320460 SANTA TERESA";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;9
"320465 SAO DOMINGOS DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;5
"320470 SAO GABRIEL DA PALHA";-;-;-;1;-;1;-;2;-;-;-;-;-;1;1;-;6;3;9;7;4;5;3;10;3;1;2;3;1;-;3;2;3;5;2;4;9;11;18;18;17;11;18;11;12;13;2;5;6;5;3;3;2;-;246
"320480 SAO JOSE DO CALCADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;6
"320490 SAO MATEUS";-;1;12;2;2;3;2;9;3;7;6;10;21;12;24;37;41;59;118;84;61;70;73;74;46;50;62;52;43;46;40;48;37;28;24;31;22;36;31;23;20;16;8;14;3;5;9;8;5;16;12;4;6;4;1480
"320495 SAO ROQUE DO CANAA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;2;-;1;1;6;3;14;6;10;8;7;11;1;3;5;1;-;-;85
"320500 SERRA";-;48;60;45;20;33;25;32;28;37;52;61;67;70;62;82;122;146;153;138;162;182;124;120;142;131;124;95;98;79;113;117;100;89;86;63;57;70;54;71;71;48;49;45;44;77;82;67;115;143;156;101;64;22;4442
"320501 SOORETAMA";-;-;1;5;2;-;-;-;3;-;1;-;3;1;2;4;4;8;6;4;5;3;4;5;1;3;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;71
"320503 VARGEM ALTA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;1;-;9
"320506 VENDA NOVA DO IMIGRANTE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;8
"320510 VIANA";-;7;15;3;-;5;3;1;2;3;15;8;5;4;6;11;10;5;40;23;5;1;55;42;30;12;18;21;10;44;14;28;46;24;25;16;75;112;27;36;78;38;28;30;25;28;7;8;33;69;34;17;1;6;1209
"320517 VILA VALERIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;5;-;4;9;12;5;1;8;-;2;3;4;1;-;1;4;-;-;4;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;69
"320520 VILA VELHA";-;20;20;20;11;25;12;18;25;33;40;45;47;34;63;112;127;179;160;173;163;124;79;110;106;74;84;63;49;52;53;61;42;35;42;22;29;26;22;28;27;22;35;25;35;28;23;54;90;151;95;61;61;15;3150
"320530 VITORIA";-;38;23;20;23;29;23;29;39;31;53;47;62;47;68;82;106;150;162;203;170;206;92;147;134;48;86;69;60;76;83;67;74;59;58;48;51;57;53;57;71;76;70;59;77;94;116;137;190;293;286;183;107;7;4696
"330010 ANGRA DOS REIS";-;-;-;-;-;-;-;3;3;3;4;6;3;8;7;9;5;9;6;7;7;1;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;90
"330015 APERIBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;1;-;-;1;2;-;1;-;11
"330020 ARARUAMA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;2;1;4;-;-;1;1;-;2;-;-;1;1;1;-;2;-;1;-;-;-;-;-;-;-;2;2;-;-;1;3;1;1;-;-;-;32
"330022 AREAL";-;-;-;-;-;-;-;-;-;1;5;12;8;7;17;2;4;2;2;-;-;5;5;12;25;10;-;-;-;-;-;1;-;-;-;-;1;1;1;1;-;2;1;4;5;2;-;3;1;-;-;-;-;-;140
"330023 ARMACAO DOS BUZIOS";-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;2;2;-;2;1;1;4;1;3;2;4;1;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"330025 ARRAIAL DO CABO";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"330030 BARRA DO PIRAI";-;9;13;11;9;12;7;17;41;75;33;26;48;50;49;24;64;81;54;30;24;26;33;13;2;2;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;3;1;3;1;768
"330040 BARRA MANSA";-;1;2;2;3;3;8;2;7;22;19;26;19;54;100;120;106;58;98;50;46;47;41;25;18;3;5;1;1;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;890
"330045 BELFORD ROXO";-;-;-;-;-;1;-;-;-;2;-;1;-;-;3;-;-;1;2;2;4;-;1;2;1;1;-;-;3;-;-;-;1;-;-;-;1;2;-;1;-;-;-;-;-;1;-;-;2;1;2;-;1;-;36
"330050 BOM JARDIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;5;1;9;3;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;33
"330060 BOM JESUS DO ITABAPOANA";-;1;2;1;3;5;3;5;1;1;6;2;1;-;1;-;1;3;3;8;8;3;-;4;7;2;3;4;3;5;2;3;1;3;5;3;1;3;5;-;4;3;-;3;2;3;3;3;5;13;121;72;45;-;389
"330070 CABO FRIO";-;-;1;-;-;-;-;-;-;-;-;-;-;1;5;1;2;-;1;2;1;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;2;-;-;24
"330080 CACHOEIRAS DE MACACU";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;2;1;-;11
"330090 CAMBUCI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;2;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;3;2;1;1;2;3;-;21
"330093 CARAPEBUS";-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;2;1;-;3;4;2;5;4;-;1;-;2;-;1;-;-;4;-;6;7;6;2;4;-;-;-;1;-;-;3;-;-;-;2;-;-;-;-;-;64
"330095 COMENDADOR LEVY GASPARIAN";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330100 CAMPOS DOS GOYTACAZES";-;5;4;14;6;10;13;5;9;7;18;39;32;36;56;47;99;102;118;80;80;88;106;108;125;138;120;137;173;187;179;172;140;115;84;97;116;73;83;97;57;68;60;43;67;100;87;118;155;152;158;107;40;5;4335
"330110 CANTAGALO";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;-;9
"330115 CARDOSO MOREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"330120 CARMO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;4
"330130 CASIMIRO DE ABREU";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;3;-;2;1;1;4;4;7;6;4;2;4;5;2;2;1;1;-;2;1;-;-;-;-;-;-;1;2;-;-;2;-;1;-;-;63
"330150 CORDEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
"330170 DUQUE DE CAXIAS";-;-;-;-;2;3;4;1;1;2;2;2;-;6;3;3;4;10;2;6;10;7;18;20;16;15;4;7;11;13;8;3;5;5;9;3;1;4;1;6;8;7;2;1;1;4;6;9;4;8;2;3;8;-;280
"330180 ENGENHEIRO PAULO DE FRONTIN";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330185 GUAPIMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"330187 IGUABA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"330190 ITABORAI";-;-;-;-;-;-;-;1;-;-;-;1;3;1;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;2;1;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;18
"330200 ITAGUAI";-;-;-;-;-;2;-;2;-;-;-;-;-;1;-;1;3;2;1;2;1;-;1;2;-;-;1;1;-;1;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;26
"330205 ITALVA";-;-;-;-;-;-;-;-;-;1;2;4;-;2;8;2;1;1;-;1;2;2;-;-;-;-;3;1;1;-;1;1;1;-;1;3;1;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;44
"330210 ITAOCARA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;2;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;-;-;-;14
"330220 ITAPERUNA";-;4;1;-;3;1;2;1;4;8;3;12;9;12;30;21;4;43;88;109;148;93;123;95;69;50;71;82;66;56;44;56;41;29;29;46;42;44;46;32;38;25;33;36;41;46;61;74;69;148;198;197;157;1;2741
"330225 ITATIAIA";-;-;-;8;6;4;21;22;16;13;15;21;11;10;17;19;14;17;14;14;12;9;5;5;5;3;3;2;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;1;-;-;-;293
"330227 JAPERI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330230 LAJE DO MURIAE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;2;1;1;-;1;-;1;1;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;2;-;23
"330240 MACAE";-;-;-;-;1;-;-;2;-;-;-;2;7;5;7;9;16;33;38;34;51;52;66;64;67;42;43;20;20;31;27;13;11;14;8;3;4;5;5;8;5;2;13;10;13;13;16;27;14;15;21;21;2;-;880
"330245 MACUCO";-;-;-;-;-;-;-;-;-;-;-;3;-;1;1;-;4;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"330250 MAGE";-;-;-;-;-;-;-;-;2;1;-;-;1;-;2;1;2;-;-;2;1;-;3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;1;-;23
"330260 MANGARATIBA";-;-;-;2;1;-;-;-;1;1;2;2;3;12;25;18;15;11;6;12;3;10;2;-;4;-;4;5;2;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;4;3;5;-;1;-;-;160
"330270 MARICA";-;-;-;-;-;-;-;-;-;-;1;2;1;7;4;4;2;-;4;11;8;7;-;5;5;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;67
"330280 MENDES";-;-;-;1;-;-;-;3;4;18;19;44;44;30;56;64;63;27;14;23;26;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;442
"330285 MESQUITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330290 MIGUEL PEREIRA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330300 MIRACEMA";-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"330310 NATIVIDADE";-;-;1;-;-;1;-;-;-;-;-;3;4;2;16;12;11;9;10;4;10;3;6;4;5;3;4;6;6;5;3;3;2;-;1;3;1;-;-;4;3;3;8;5;3;13;2;14;42;34;31;32;44;-;376
"330320 NILOPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;14;11;2;1;1;1;-;-;1;-;-;-;2;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"330330 NITEROI";-;-;-;1;-;-;-;1;-;-;-;-;1;1;1;-;1;-;2;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;15
"330340 NOVA FRIBURGO";-;-;-;-;-;-;-;1;1;1;2;4;3;3;3;6;3;5;5;3;2;1;-;3;1;-;1;-;1;1;-;1;2;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;5;6;5;4;-;-;76
"330350 NOVA IGUACU";-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;1;3;2;3;5;2;6;2;1;-;1;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;38
"330370 PARAIBA DO SUL";-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"330380 PARATY";-;-;-;3;1;-;1;-;1;-;2;1;-;1;3;2;1;1;4;3;1;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;31
"330385 PATY DO ALFERES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330390 PETROPOLIS";-;-;-;-;2;1;-;1;1;-;-;2;5;-;6;15;10;11;10;6;4;3;6;17;10;4;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;1;2;3;-;1;128
"330395 PINHEIRAL";-;-;1;-;-;-;-;-;-;6;7;13;16;6;16;9;8;6;5;1;2;2;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4;6;5;-;120
"330400 PIRAI";-;-;-;-;-;1;-;-;2;2;4;5;10;13;13;14;10;9;4;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94
"330410 PORCIUNCULA";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;1;1;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;1;1;1;-;1;1;2;1;2;1;3;11;11;12;25;23;11;1;-;119
"330411 PORTO REAL";-;-;1;6;4;14;11;4;39;82;102;208;211;177;194;173;148;160;126;107;46;24;23;16;18;9;5;4;4;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1922
