DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2019
"Município infecção";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"314790 PASSOS";-;46;124;100;121;128;143;103;106;136;93;107;115;120;102;120;105;118;83;106;113;95;95;51;43;32;38;22;14;11;2;6;10;14;7;8;10;10;8;4;7;6;5;3;5;4;6;10;7;5;2;12;12;-;2753
"314795 PATIS";-;-;-;-;-;7;7;17;35;21;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;93
"314800 PATOS DE MINAS";-;1;1;-;4;11;13;41;54;56;46;79;103;187;205;236;334;349;454;602;592;429;311;185;30;55;37;19;13;11;9;-;3;3;3;3;3;3;10;1;1;1;1;1;2;2;2;8;18;10;6;8;7;-;4563
"314810 PATROCINIO";-;2;1;-;5;6;10;23;19;8;19;40;52;86;171;224;318;392;253;192;126;70;67;21;10;4;4;1;-;-;1;1;-;2;-;-;-;-;-;-;1;-;1;1;-;-;-;-;2;-;-;-;-;-;2133
"314820 PATROCINIO DO MURIAE";-;-;-;-;-;1;7;2;2;6;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"314840 PAULISTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;3;3;-;4;1;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"314860 PECANHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314870 PEDRA AZUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314875 PEDRA BONITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314880 PEDRA DO ANTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314890 PEDRA DO INDAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;-;-;-;-;-;2;5;1;-;-;3;10;8;10;11;9;13;18;4;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97
"314920 PEDRINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;1;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"314930 PEDRO LEOPOLDO";-;-;-;-;-;-;-;-;-;-;-;2;5;6;13;7;1;4;1;1;3;-;1;1;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;50
"314950 PEQUERI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;7;6;5;10;5;5;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"314960 PEQUI";-;-;1;2;2;3;1;13;10;19;8;17;17;18;31;36;32;26;19;16;11;13;10;1;1;3;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;314
"314970 PERDIGAO";-;1;-;2;1;1;-;1;1;1;-;2;3;2;4;7;17;9;25;34;29;41;35;27;30;13;8;17;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;323
"314980 PERDIZES";-;-;-;-;-;-;-;2;2;2;-;3;5;2;3;6;5;2;4;11;8;5;-;5;1;-;1;-;1;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;73
"314990 PERDOES";-;-;-;-;-;-;-;-;-;4;7;2;28;28;24;33;38;38;33;50;56;42;19;7;9;4;4;1;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;432
"314995 PERIQUITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;7;-;-;-;11
"315000 PESCADOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315010 PIAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315015 PIEDADE DE CARATINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"315020 PIEDADE DE PONTE NOVA";-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;2;4;4;2;9;4;2;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"315040 PIEDADE DOS GERAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315050 PIMENTA";-;-;2;2;-;1;4;3;4;-;-;-;-;1;2;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;27
"315053 PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;1;3;-;11
"315057 PINTOPOLIS";-;2;-;-;-;2;1;3;-;8;10;7;8;24;25;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"315060 PIRACEMA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;4;5;11;10;3;7;5;7;3;4;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;67
"315070 PIRAJUBA";-;-;-;1;5;3;10;15;27;20;10;5;3;1;4;1;11;4;3;3;4;16;21;1;5;6;8;4;2;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;2;-;2;-;203
"315080 PIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"315100 PIRANGUINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"315110 PIRAPETINGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315120 PIRAPORA";-;6;7;6;3;21;32;48;47;23;20;43;18;24;11;6;2;6;14;24;22;21;11;4;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;424
"315130 PIRAUBA";-;3;2;1;4;3;9;4;19;13;9;34;36;41;39;42;33;38;37;27;13;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;416
"315140 PITANGUI";-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;1;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315150 PIUMHI";-;-;-;-;1;1;-;-;1;-;-;-;12;4;8;10;12;12;37;31;36;40;37;17;17;15;8;5;8;1;2;2;-;1;1;-;2;1;-;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;326
"315160 PLANURA";-;-;-;2;-;3;2;3;9;9;25;28;19;49;24;44;20;36;39;35;25;39;26;15;12;10;13;10;4;2;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;2;-;-;-;-;509
"315170 POCO FUNDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315180 POCOS DE CALDAS";-;-;-;1;-;-;7;-;2;1;2;5;2;-;2;1;3;2;1;-;2;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;37
"315190 POCRANE";-;-;-;-;2;2;2;1;-;2;-;6;19;8;6;4;8;22;29;12;15;11;8;2;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;163
"315200 POMPEU";-;1;1;1;2;-;-;1;1;-;3;4;7;18;4;-;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;49
"315210 PONTE NOVA";-;-;-;-;-;-;-;-;-;-;-;1;2;2;3;3;2;14;26;39;26;29;14;10;5;3;4;2;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189
"315213 PONTO CHIQUE";-;7;3;-;-;2;3;1;6;2;7;2;3;2;2;2;-;1;4;1;3;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;8;1;2;-;1;-;-;1;-;1;2;-;-;1;2;4;4;-;82
"315220 PORTEIRINHA";-;5;7;10;5;7;1;4;8;3;-;5;3;2;4;3;3;5;13;17;16;21;17;10;6;8;11;10;3;3;1;2;-;2;-;-;1;-;-;-;1;-;-;2;3;-;-;-;-;-;2;-;3;-;227
"315230 PORTO FIRME";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315240 POTE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315250 POUSO ALEGRE";-;1;-;-;-;-;1;-;4;2;-;3;-;-;-;-;4;-;2;1;4;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;27
"315260 POUSO ALTO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315270 PRADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315280 PRATA";-;22;36;43;77;104;111;98;122;86;96;64;44;34;47;70;59;40;33;23;47;13;13;7;3;6;-;1;2;-;4;-;2;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;2;4;2;18;-;1337
"315290 PRATAPOLIS";-;-;-;-;-;-;-;1;-;-;1;1;1;4;2;1;3;1;3;4;12;15;8;3;2;1;2;2;1;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;74
"315300 PRATINHA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315310 PRESIDENTE BERNARDES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4
"315320 PRESIDENTE JUSCELINO";-;-;-;-;-;-;-;1;-;-;3;2;-;2;-;3;7;5;3;8;9;6;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"315340 PRESIDENTE OLEGARIO";-;-;-;-;-;-;-;1;2;5;9;20;29;23;2;-;2;1;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98
"315350 ALTO JEQUITIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315360 PRUDENTE DE MORAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315370 QUARTEL GERAL";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;2;1;1;4;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"315390 RAPOSOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315400 RAUL SOARES";-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;1;-;-;1;2;5;-;1;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"315415 REDUTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;3;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"315420 RESENDE COSTA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315430 RESPLENDOR";-;-;1;-;-;-;1;-;-;-;-;-;-;1;1;1;1;2;-;6;1;2;4;4;3;2;-;3;-;-;1;1;1;-;-;1;-;-;-;1;1;2;-;-;-;-;-;-;-;-;1;-;-;-;42
"315445 RIACHINHO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315450 RIACHO DOS MACHADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315460 RIBEIRAO DAS NEVES";-;3;7;15;24;47;55;84;87;88;38;75;139;153;186;190;187;291;302;282;203;137;106;89;55;32;28;19;9;5;5;1;-;-;-;-;-;-;3;1;-;-;-;-;-;-;2;1;1;-;-;1;1;-;2952
"315470 RIBEIRAO VERMELHO";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315480 RIO ACIMA";-;-;-;1;-;-;-;-;-;-;-;-;1;3;4;6;3;7;2;7;3;3;2;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"315490 RIO CASCA";-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;1;1;3;3;5;11;2;3;2;-;3;2;1;1;2;2;-;-;-;-;-;-;-;-;-;-;1;-;-;3;3;2;8;5;10;2;-;-;80
"315500 RIO DOCE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315510 RIO DO PRADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;3;8;9;6;1;1;3;-;34
"315520 RIO ESPERA";-;-;-;-;1;-;5;2;8;3;8;-;3;7;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"315530 RIO MANSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315540 RIO NOVO";-;-;-;-;-;-;-;-;-;1;1;4;3;3;1;1;1;-;3;2;4;3;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"315550 RIO PARANAIBA";-;-;1;-;-;2;1;1;-;1;1;2;-;1;2;5;1;2;9;6;10;9;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
"315560 RIO PARDO DE MINAS";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;2;1;1;2;5;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"315570 RIO PIRACICABA";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;2;3;1;1;-;-;-;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"315580 RIO POMBA";-;5;12;20;52;41;20;30;12;8;5;14;14;6;11;12;8;5;16;8;17;12;11;4;5;3;2;2;1;-;1;-;1;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;365
"315590 RIO PRETO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315600 RIO VERMELHO";-;-;1;-;-;-;-;-;-;-;1;-;3;6;2;5;16;29;23;13;2;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105
"315610 RITAPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315620 ROCHEDO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;-;-;-;1;2;3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"315630 RODEIRO";-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;9;10;3;10;4;7;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;1;3;1;5;4;4;3;4;-;-;89
"315640 ROMARIA";-;-;-;-;-;-;-;16;13;11;7;16;16;19;5;4;7;3;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121
"315650 RUBELITA";-;-;-;-;-;-;-;-;4;1;1;1;2;1;1;3;-;-;2;1;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"315660 RUBIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;5
"315670 SABARA";-;1;-;-;-;1;2;2;4;10;2;4;3;8;3;2;11;17;7;17;9;7;5;3;4;1;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;130
"315680 SABINOPOLIS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;6;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"315690 SACRAMENTO";-;1;2;2;3;6;8;9;19;8;10;12;7;6;14;11;23;16;21;31;26;23;8;9;5;7;2;4;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;299
"315700 SALINAS";-;2;-;-;-;-;2;1;2;-;1;2;5;15;5;2;1;1;1;4;1;-;-;2;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
"315725 SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315727 SANTA BARBARA DO MONTE VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315733 SANTA CRUZ DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;3;5;2;6;4;1;2;1;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"315737 SANTA CRUZ DE SALINAS";-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;2;2;-;-;3;1;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"315740 SANTA CRUZ DO ESCALVADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315750 SANTA EFIGENIA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315760 SANTA FE DE MINAS";-;1;-;-;-;-;2;1;6;6;5;2;-;3;1;3;5;1;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"315765 SANTA HELENA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315770 SANTA JULIANA";-;3;-;1;-;2;-;-;5;4;4;9;9;16;13;13;20;11;11;5;6;10;9;6;4;3;2;1;2;-;1;1;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;2;1;-;-;-;179
"315780 SANTA LUZIA";-;-;-;1;1;-;-;1;2;6;4;4;15;40;61;22;34;74;117;77;7;8;8;16;8;10;7;2;2;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;1;-;-;534
"315790 SANTA MARGARIDA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315800 SANTA MARIA DE ITABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315820 SANTA MARIA DO SUACUI";-;-;-;-;-;-;-;-;-;-;-;1;4;3;13;7;-;5;5;15;5;1;-;3;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"315830 SANTANA DA VARGEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315840 SANTANA DE CATAGUASES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315850 SANTANA DE PIRAPAMA";-;-;-;-;-;1;-;-;2;-;-;-;1;3;6;8;7;5;6;8;12;13;6;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;84
"315860 SANTANA DO DESERTO";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
