DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2020
"Município infecção";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"312510 EXTREMA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"312520 FAMA";-;-;-;-;1;1;-;-;-;-;-;-;2;1;1;1;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"312550 SAO GONCALO DO RIO PRETO";-;-;-;-;1;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"312560 FELISBURGO";-;-;1;-;3;4;5;9;4;14;16;19;2;-;-;1;2;1;2;14;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104
"312570 FELIXLANDIA";-;-;-;-;-;-;4;6;-;1;6;4;1;2;3;2;3;7;4;5;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;7;1;-;64
"312580 FERNANDES TOURINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"312600 FLORESTAL";-;-;-;2;-;-;1;1;4;1;3;1;1;-;-;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"312610 FORMIGA";-;6;1;5;14;11;9;14;7;14;20;22;24;18;17;18;8;10;8;9;5;3;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;4;1;-;1;-;255
"312620 FORMOSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"312650 FRANCISCO BADARO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;4
"312660 FRANCISCO DUMONT";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"312670 FRANCISCO SA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;1;-;-;2;2;2;-;2;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"312675 FRANCISCOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;5;5;2;2;-;3;1;4;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"312680 FREI GASPAR";-;2;6;10;7;14;14;11;11;8;8;6;3;-;-;2;2;3;2;3;5;3;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123
"312690 FREI INOCENCIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"312700 FRONTEIRA";-;-;2;-;1;-;1;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"312705 FRONTEIRA DOS VALES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"312710 FRUTAL";-;-;-;1;-;1;-;-;-;-;2;1;2;-;2;3;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"312720 FUNILANDIA";-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"312730 GALILEIA";-;-;-;-;-;-;1;2;-;-;7;3;1;6;4;1;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"312733 GAMELEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"312735 GLAUCILANDIA";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"312738 GOIANA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"312760 GOUVEIA";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"312770 GOVERNADOR VALADARES";-;6;1;8;12;17;25;38;49;32;34;42;25;24;32;42;60;80;59;63;54;71;53;39;31;35;21;29;26;11;9;9;6;7;8;10;11;5;4;12;6;6;2;9;4;6;3;4;3;5;1;2;1;-;1152
"312790 GRUPIARA";-;-;-;-;-;-;-;-;-;3;2;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"312800 GUANHAES";-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;1;1;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"312810 GUAPE";-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"312825 GUARACIAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"312830 GUARANESIA";-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"312840 GUARANI";-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"312860 GUARDA-MOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"312870 GUAXUPE";-;-;-;1;-;1;1;-;2;3;6;5;5;6;13;13;22;15;13;3;24;11;5;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;154
"312880 GUIDOVAL";-;-;1;1;-;2;2;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"312890 GUIMARANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"312900 GUIRICEMA";-;-;-;-;1;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"312910 GURINHATA";-;1;1;-;1;2;5;8;9;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;34
"312930 IAPU";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"312960 IBIAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"312980 IBIRITE";-;1;1;3;1;5;2;2;4;8;22;11;7;9;13;17;12;3;7;7;9;7;5;4;4;2;2;4;3;1;1;2;1;-;-;1;1;1;1;-;-;-;-;-;1;-;1;3;-;2;-;-;2;-;193
"313005 ICARAI DE MINAS";-;1;-;-;-;-;-;-;-;-;5;2;1;4;4;5;8;6;7;2;4;2;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"313020 IGARATINGA";-;-;-;1;1;1;1;1;2;-;5;9;7;2;5;11;19;26;15;29;22;11;15;5;2;-;2;6;1;2;-;-;1;-;-;1;-;-;2;-;2;4;1;2;-;-;-;1;1;1;-;1;4;1;223
"313030 IGUATAMA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313050 ILICINEA";-;-;-;-;-;-;-;-;1;1;6;1;9;26;18;10;24;24;9;5;5;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;144
"313055 IMBE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313070 INDIANOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313090 INHAPIM";-;1;-;-;-;-;-;-;-;1;-;-;1;1;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313100 INHAUMA";-;5;18;27;21;17;11;14;3;3;1;5;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;130
"313110 INIMUTABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313115 IPABA";-;-;-;4;1;-;1;1;-;-;-;1;-;-;-;1;2;2;-;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"313120 IPANEMA";-;3;10;28;34;38;45;37;30;34;48;38;4;12;17;15;23;16;18;6;9;6;3;4;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;485
"313130 IPATINGA";-;11;17;12;16;26;33;35;37;28;47;50;28;27;45;33;52;56;51;67;74;66;56;59;59;33;20;22;19;13;11;10;15;11;13;16;12;7;8;4;14;9;15;10;6;7;10;9;18;12;17;10;12;-;1348
"313140 IPIACU";-;-;-;1;5;-;-;1;-;7;6;16;7;14;20;19;18;7;26;13;5;14;3;4;1;-;-;1;-;-;-;-;3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;197
"313160 IRAI DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313170 ITABIRA";-;2;3;5;4;4;6;13;13;13;26;24;17;33;26;39;54;42;41;30;33;21;8;22;12;8;7;9;2;3;5;1;3;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;535
"313180 ITABIRINHA";-;-;1;1;5;1;11;21;2;15;37;35;21;16;17;12;2;5;3;-;2;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;214
"313190 ITABIRITO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313210 ITACARAMBI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"313220 ITAGUARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313230 ITAIPE";-;-;-;-;-;-;-;-;-;-;-;4;6;1;9;7;13;12;6;4;6;3;4;3;2;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;85
"313240 ITAJUBA";-;1;9;1;10;13;27;49;56;51;60;77;45;61;70;71;90;92;57;41;34;18;5;2;3;7;3;7;-;1;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;965
"313250 ITAMARANDIBA";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;1;1;1;-;-;1;11
"313260 ITAMARATI DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313270 ITAMBACURI";-;10;7;28;18;57;41;68;87;67;74;39;26;4;2;2;1;2;1;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;540
"313280 ITAMBE DO MATO DENTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313290 ITAMOGI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313300 ITAMONTE";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;4;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"313310 ITANHANDU";-;-;-;-;-;-;1;-;-;1;-;-;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"313320 ITANHOMI";-;1;-;7;11;10;15;12;22;9;7;5;1;3;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106
"313330 ITAOBIM";-;-;1;-;-;1;1;19;30;23;60;78;16;19;38;23;20;15;5;8;5;5;1;2;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;376
"313340 ITAPAGIPE";-;-;2;1;4;3;2;1;3;4;16;7;8;15;23;28;26;14;21;17;13;6;3;2;3;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;229
"313350 ITAPECERICA";-;-;-;1;-;1;-;1;-;2;-;-;-;2;1;-;2;1;3;8;3;5;-;1;1;-;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
"313370 ITATIAIUCU";-;-;-;2;-;1;-;1;1;-;-;1;-;-;4;-;3;2;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"313375 ITAU DE MINAS";-;-;-;-;1;-;-;1;1;2;2;-;-;1;3;-;1;1;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"313380 ITAUNA";-;-;-;-;2;-;-;1;1;-;1;15;2;6;11;20;12;10;3;9;21;8;1;-;4;2;1;-;-;-;-;-;-;1;-;1;-;1;-;3;-;-;-;-;-;-;-;1;1;-;-;-;-;-;138
"313400 ITINGA";-;-;-;-;2;2;9;4;4;10;11;6;5;-;2;5;5;3;1;3;8;1;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87
"313410 ITUETA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;2;7;9;5;5;1;9;5;-;53
"313420 ITUIUTABA";-;5;20;24;59;63;45;57;58;90;88;86;57;43;43;57;66;60;56;28;32;23;12;11;9;11;10;5;4;6;10;14;2;11;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;10;4;-;1185
"313440 ITURAMA";-;2;6;8;9;16;15;31;32;42;22;23;16;43;29;23;26;29;27;17;18;19;13;13;7;10;12;6;7;13;5;8;1;2;1;2;1;2;1;-;-;-;-;-;-;2;-;-;-;-;-;1;2;-;562
"313460 JABOTICATUBAS";-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313490 JACUTINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313500 JAGUARACU";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313505 JAIBA";-;-;2;-;-;-;5;1;-;2;1;2;-;1;2;2;1;4;3;1;5;4;5;7;-;-;3;7;2;-;1;-;-;1;1;1;2;2;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;71
"313507 JAMPRUCA";-;3;-;3;1;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"313510 JANAUBA";-;-;2;1;2;4;3;10;3;9;4;6;1;3;1;3;2;2;1;3;3;4;-;2;2;1;2;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;81
"313520 JANUARIA";-;-;-;-;-;-;-;4;1;-;1;2;1;1;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"313530 JAPARAIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313545 JENIPAPO DE MINAS";-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;2;2;5;2;1;4;2;3;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;33
"313550 JEQUERI";-;-;-;-;-;-;2;2;1;-;3;3;2;3;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"313570 JEQUITIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313580 JEQUITINHONHA";-;-;1;1;-;1;-;-;-;-;-;-;-;1;-;1;7;2;6;13;20;24;11;6;8;7;4;4;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123
"313600 JOAIMA";-;-;-;-;3;11;19;33;27;14;19;6;-;1;-;-;-;-;2;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139
"313610 JOANESIA";-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;1;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313620 JOAO MONLEVADE";-;1;-;-;-;-;2;1;1;1;1;-;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"313630 JOAO PINHEIRO";-;-;-;-;3;1;-;-;1;-;1;2;2;4;4;5;5;10;8;3;5;6;4;4;3;-;5;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;80
"313650 JORDANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;11;16;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"313652 JOSE GONCALVES DE MINAS";-;-;-;1;-;5;10;9;4;1;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"313657 JOSENOPOLIS";-;18;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;-;28
"313660 NOVA UNIAO";-;-;-;5;2;3;1;-;-;2;3;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"313665 JUATUBA";-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"313670 JUIZ DE FORA";-;5;6;2;3;6;3;5;3;4;9;7;6;2;5;4;4;8;11;2;8;1;1;3;3;1;3;4;1;2;3;1;-;1;1;2;-;-;-;1;4;-;-;2;2;-;1;1;1;-;1;-;1;1;145
"313695 JUVENILIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;5;2;-;-;-;-;3;-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;24
"313700 LADAINHA";-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;5;4;2;4;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"313710 LAGAMAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313720 LAGOA DA PRATA";-;-;-;-;2;1;-;1;1;-;2;3;1;2;2;3;2;1;2;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;31
"313730 LAGOA DOS PATOS";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313740 LAGOA DOURADA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313750 LAGOA FORMOSA";-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;3;10;3;4;4;1;2;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
"313753 LAGOA GRANDE";-;1;-;-;1;1;-;3;-;2;-;-;-;3;-;1;3;5;3;3;4;1;1;4;2;3;1;4;1;1;5;3;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
