DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2024
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"313320 ITANHOMI";37;32;95;58;34;21;14;15;3;6;2;-;1;3;1;1;2;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;332
"313330 ITAOBIM";-;-;-;3;4;6;23;55;75;59;107;87;80;67;56;89;40;33;19;25;19;7;5;2;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;869
"313340 ITAPAGIPE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;5;2;1;10;15;6;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;50
"313350 ITAPECERICA";119;94;116;76;179;255;260;320;329;240;173;147;71;49;54;41;24;17;21;17;15;6;2;1;1;-;-;1;-;1;1;-;-;1;-;1;1;4;7;6;3;9;28;14;6;15;14;13;12;11;5;7;2787
"313360 ITAPEVA";1;-;1;-;3;2;5;5;4;8;17;32;36;59;90;74;78;77;68;41;51;43;14;23;9;4;4;1;-;2;1;-;-;-;-;6;3;1;1;1;5;2;1;3;2;-;-;-;1;1;1;-;781
"313370 ITATIAIUCU";-;-;1;1;-;-;-;1;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"313375 ITAU DE MINAS";3;4;7;8;9;1;20;39;49;50;86;71;68;129;129;147;153;132;98;115;86;29;15;17;9;6;2;6;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1492
"313380 ITAUNA";-;-;-;4;8;24;3;1;-;2;-;2;3;-;2;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;53
"313390 ITAVERAVA";-;-;-;2;-;3;2;3;4;7;5;6;2;3;2;-;2;1;3;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;50
"313400 ITINGA";-;-;3;1;4;2;6;7;5;3;12;3;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"313410 ITUETA";-;-;-;-;7;6;6;19;20;12;8;6;13;8;7;5;-;2;2;3;-;1;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;2;-;-;-;-;-;135
"313420 ITUIUTABA";8;9;10;37;39;37;60;26;36;39;80;60;59;74;43;62;47;54;78;44;40;35;28;18;9;12;17;7;4;4;5;4;3;4;1;1;2;3;2;1;1;-;3;1;4;-;-;3;3;1;2;1;1121
"313430 ITUMIRIM";1;-;1;1;10;15;21;29;33;12;25;30;48;24;19;34;24;17;37;34;23;10;17;8;4;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;485
"313440 ITURAMA";1;2;-;-;3;3;6;4;4;-;5;2;1;8;-;6;8;10;10;16;13;18;6;15;10;7;3;7;7;4;15;16;5;1;8;1;2;4;2;1;3;4;7;6;4;6;14;33;70;177;139;83;780
"313450 ITUTINGA";-;-;-;1;-;-;4;8;1;2;6;5;3;1;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"313460 JABOTICATUBAS";4;9;11;13;14;42;34;81;62;25;20;39;35;16;12;4;10;6;12;7;5;3;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;-;1;-;-;1;2;-;1;478
"313470 JACINTO";-;-;-;-;2;1;6;10;27;43;63;52;9;25;11;3;12;7;1;2;2;-;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;280
"313480 JACUI";-;1;-;-;2;-;-;1;1;1;3;3;-;-;3;1;2;4;2;2;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;31
"313490 JACUTINGA";-;1;1;2;-;-;-;1;3;17;24;42;41;47;42;49;48;65;43;97;83;45;8;4;4;2;4;-;2;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;679
"313500 JAGUARACU";8;2;3;1;3;2;8;4;13;-;3;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
"313505 JAIBA";-;1;-;2;-;3;10;30;21;20;27;24;28;18;30;27;32;18;23;15;11;7;6;2;-;-;2;4;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;366
"313507 JAMPRUCA";-;-;-;-;1;-;-;-;-;2;3;12;13;9;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"313510 JANAUBA";2;2;15;21;43;64;67;106;125;118;136;190;216;272;245;234;165;137;153;123;86;41;37;22;24;29;16;16;11;16;10;7;5;3;3;3;5;5;-;3;-;6;6;4;13;9;10;9;17;11;16;13;2890
"313520 JANUARIA";14;19;59;203;465;549;538;788;889;662;483;438;222;198;123;127;79;57;42;45;21;18;17;16;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;1;-;-;-;-;6079
"313530 JAPARAIBA";1;3;7;5;7;1;3;2;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"313535 JAPONVAR";1;10;16;16;20;14;6;8;3;5;4;-;1;1;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111
"313540 JECEABA";-;-;-;-;2;1;2;1;1;1;-;-;1;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;19
"313545 JENIPAPO DE MINAS";2;1;-;-;7;3;4;14;10;13;39;23;41;37;33;18;16;15;16;6;5;4;6;2;1;1;2;2;-;2;2;1;3;1;3;4;2;1;2;1;-;2;5;1;1;-;3;4;1;3;2;1;366
"313550 JEQUERI";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;4
"313560 JEQUITAI";1;-;-;4;3;1;-;1;-;4;4;1;1;1;1;-;1;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"313570 JEQUITIBA";-;7;26;80;136;141;149;127;133;81;110;82;67;67;45;25;11;4;6;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1304
"313580 JEQUITINHONHA";-;-;-;-;1;-;2;6;3;-;-;3;2;1;4;5;7;12;5;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
"313590 JESUANIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313600 JOAIMA";-;1;-;-;4;5;17;57;56;84;80;51;26;17;19;13;10;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;447
"313610 JOANESIA";3;2;2;7;6;14;5;7;8;10;12;15;12;19;20;23;9;7;5;1;-;1;-;-;-;1;1;-;1;-;-;-;-;1;1;2;1;-;2;-;-;1;4;1;-;-;-;-;-;-;-;-;204
"313620 JOAO MONLEVADE";16;9;57;139;157;263;340;363;372;351;344;408;290;231;170;66;81;66;43;42;34;16;8;10;-;1;-;1;-;1;-;4;4;8;1;1;1;1;4;2;2;7;5;1;3;9;3;7;2;4;5;1;3954
"313630 JOAO PINHEIRO";5;4;14;8;26;26;30;49;64;52;74;70;51;43;59;59;69;56;61;45;42;21;19;18;14;6;3;4;-;-;1;1;-;1;1;-;1;-;-;1;-;-;-;1;2;3;5;2;1;2;1;-;1015
"313640 JOAQUIM FELICIO";7;4;7;3;4;15;29;40;43;53;26;33;28;10;24;17;42;24;10;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;6;-;1;1;-;-;-;436
"313650 JORDANIA";-;-;-;-;-;-;1;2;4;4;5;5;8;2;4;3;-;-;4;5;7;3;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
"313652 JOSE GONCALVES DE MINAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313655 JOSE RAYDAN";-;2;-;13;29;14;24;54;27;44;39;55;24;16;13;7;2;6;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;374
"313657 JOSENOPOLIS";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313660 NOVA UNIAO";-;1;1;-;-;-;-;1;-;1;1;4;-;1;3;-;2;2;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;21
"313665 JUATUBA";2;2;2;1;2;3;-;1;1;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;1;-;-;-;27
"313670 JUIZ DE FORA";75;101;149;242;303;433;691;666;520;561;720;1216;973;1030;1087;954;759;957;949;929;677;534;265;179;142;85;100;46;44;19;16;13;12;8;7;10;17;15;12;7;8;6;9;6;2;7;15;10;14;6;10;2;15618
"313680 JURAMENTO";1;10;16;14;17;25;11;20;11;13;7;9;11;14;11;17;12;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;223
"313690 JURUAIA";1;1;4;3;-;1;-;-;3;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"313695 JUVENILIA";-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313700 LADAINHA";-;2;-;-;2;2;5;25;40;54;60;40;16;1;-;1;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252
"313710 LAGAMAR";-;2;2;1;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313720 LAGOA DA PRATA";74;70;153;155;199;260;381;344;394;325;364;309;119;111;121;43;42;23;20;3;3;4;1;1;5;2;1;3;-;1;-;-;-;-;1;-;-;1;-;4;2;1;-;-;-;-;1;1;1;-;-;-;3543
"313730 LAGOA DOS PATOS";-;-;-;1;6;9;21;12;8;3;5;11;6;6;2;3;3;7;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107
"313740 LAGOA DOURADA";-;1;3;8;13;19;21;46;52;85;78;84;77;55;38;8;3;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;597
"313750 LAGOA FORMOSA";1;-;-;-;-;-;2;-;1;3;1;1;2;-;2;2;2;2;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"313753 LAGOA GRANDE";3;3;7;2;11;10;3;7;14;4;1;3;2;2;3;-;1;3;3;3;2;-;1;1;2;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94
"313760 LAGOA SANTA";236;253;474;535;582;545;466;442;368;332;259;232;156;163;184;114;108;63;50;71;38;18;10;23;17;3;2;3;9;3;-;1;6;9;2;3;6;3;8;5;11;6;9;18;17;26;31;21;20;18;9;3;5991
"313770 LAJINHA";1;1;3;7;1;3;7;17;13;32;44;69;40;46;28;18;14;35;53;59;25;5;10;9;3;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;550
"313780 LAMBARI";-;1;-;-;1;1;3;2;1;3;4;5;-;1;1;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"313790 LAMIM";-;-;-;1;1;-;-;1;4;6;-;11;9;10;9;4;7;7;7;3;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83
"313800 LARANJAL";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313810 LASSANCE";-;-;-;-;-;1;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"313820 LAVRAS";8;17;24;45;54;68;126;231;224;233;328;413;265;478;465;541;510;525;490;386;262;199;154;110;80;44;39;19;8;7;-;3;3;4;1;4;1;5;1;2;1;2;3;9;9;9;7;12;6;9;11;1;6456
"313830 LEANDRO FERREIRA";-;-;2;8;6;13;10;9;7;5;4;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;71
"313835 LEME DO PRADO";5;14;12;14;31;36;46;59;46;54;79;64;46;56;34;39;7;17;15;9;11;2;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;705
"313840 LEOPOLDINA";3;12;10;18;26;25;47;34;34;46;53;45;37;32;37;20;5;8;2;2;4;-;3;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;-;1;-;513
"313850 LIBERDADE";-;-;1;-;-;1;1;-;3;6;4;2;18;5;13;5;3;-;-;2;2;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70
"313860 LIMA DUARTE";-;2;1;2;1;8;12;35;34;90;109;147;181;178;151;142;96;60;67;55;28;18;4;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1425
"313862 LIMEIRA DO OESTE";-;-;-;-;1;1;2;11;11;26;34;22;31;22;22;26;20;43;22;15;18;12;9;5;2;-;-;2;4;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;1;372
"313865 LONTRA";-;-;-;-;1;1;1;3;5;7;12;4;8;11;5;25;13;10;8;4;5;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;7;3;2;-;-;142
"313867 LUISBURGO";-;-;-;1;2;1;2;-;-;3;3;1;5;2;6;1;6;2;5;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"313868 LUISLANDIA";2;2;1;6;12;19;25;51;69;71;110;105;106;76;61;46;25;4;-;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;4;-;-;3;3;2;813
"313870 LUMINARIAS";-;-;-;-;1;-;1;3;9;4;15;17;21;26;28;4;1;3;1;7;4;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150
"313880 LUZ";23;37;52;84;114;67;45;31;38;44;30;17;17;12;5;2;3;2;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;3;3;1;1;1;-;642
"313890 MACHACALIS";1;4;3;2;3;14;28;48;58;75;92;93;85;57;48;33;23;14;7;11;4;3;-;2;-;-;1;1;3;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;715
"313900 MACHADO";6;2;10;26;31;29;38;151;129;211;265;387;339;443;375;345;287;245;170;51;65;69;31;21;14;5;11;7;4;3;4;-;2;2;-;-;-;1;2;-;-;1;1;2;2;2;1;2;-;1;1;1;3795
"313910 MADRE DE DEUS DE MINAS";1;1;4;4;18;23;36;46;47;94;159;76;71;140;159;86;56;34;28;9;6;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1103
"313920 MALACACHETA";-;-;-;1;1;-;1;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"313925 MAMONAS";-;-;-;-;3;-;4;5;6;8;9;13;10;18;22;11;6;7;10;8;2;3;6;2;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;-;164
"313930 MANGA";7;11;21;20;60;99;143;191;128;277;304;199;129;87;51;24;16;4;4;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;6;8;5;5;1807
"313940 MANHUACU";12;11;22;64;138;232;358;536;729;485;422;605;850;1146;1004;804;705;755;449;340;330;181;128;78;39;18;5;3;1;-;-;1;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;10457
"313950 MANHUMIRIM";3;3;5;17;19;27;43;44;37;49;32;94;93;90;57;36;36;65;41;21;23;31;16;12;4;3;5;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;915
"313960 MANTENA";2;5;31;62;36;62;124;214;104;136;124;78;40;25;16;4;3;1;1;2;3;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1077
"313970 MARAVILHAS";6;11;30;19;23;36;24;24;38;16;3;5;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;240
"313980 MAR DE ESPANHA";4;11;37;47;85;19;18;32;19;44;64;40;11;3;2;6;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;446
"313990 MARIA DA FE";-;-;-;-;-;4;3;5;1;1;4;1;4;6;11;13;14;5;11;13;5;4;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110
"314000 MARIANA";22;40;99;121;158;294;229;535;788;703;900;1055;751;875;747;510;372;305;211;106;78;18;28;26;16;16;6;1;1;2;4;-;-;-;5;1;-;-;1;2;2;3;3;5;2;2;-;2;2;3;-;-;9050
"314010 MARILAC";3;3;4;3;24;38;89;109;85;66;51;17;12;3;4;3;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;1;-;-;1;-;-;-;524
"314015 MARIO CAMPOS";3;4;11;15;30;21;6;3;-;1;-;3;-;2;-;-;1;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;106
"314020 MARIPA DE MINAS";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314030 MARLIERIA";1;-;2;2;2;6;5;9;4;5;2;-;-;6;1;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;53
"314050 MARTINHO CAMPOS";1;2;16;13;38;84;113;139;222;201;256;183;154;208;152;107;61;65;57;43;34;16;5;9;9;5;1;4;1;-;-;1;-;1;2;3;-;2;-;-;-;1;-;-;1;1;1;-;1;1;-;-;2214
"314053 MARTINS SOARES";1;-;-;1;2;1;9;10;9;17;11;21;21;21;23;31;13;9;15;13;7;4;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;243
"314055 MATA VERDE";-;2;-;-;1;3;2;3;8;8;11;12;19;48;35;3;9;32;16;18;19;5;3;3;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;265
"314060 MATERLANDIA";-;2;7;5;8;16;8;25;33;22;13;15;9;11;7;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;187
"314070 MATEUS LEME";176;268;239;255;258;168;140;153;115;85;39;40;23;22;22;19;14;2;2;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;2;2;4;2;2;-;2062
"314080 MATIAS BARBOSA";3;7;12;6;11;12;14;8;4;10;11;6;8;4;7;2;1;4;2;4;3;1;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;144
"314085 MATIAS CARDOSO";-;-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314090 MATIPO";-;-;3;3;9;8;18;32;42;63;126;98;73;60;26;28;16;10;10;16;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;650
"314100 MATO VERDE";-;-;-;1;-;-;4;3;9;20;32;55;78;113;67;94;42;70;42;14;11;11;4;5;-;2;2;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;686
"314110 MATOZINHOS";26;38;114;130;276;177;169;166;198;229;335;222;115;101;105;93;69;30;18;9;1;3;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;1;-;1;-;2634
"314120 MATUTINA";1;10;7;26;42;70;46;36;15;5;6;2;2;25;40;26;19;16;11;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;411
"314130 MEDEIROS";-;-;1;-;3;2;1;-;-;1;2;2;1;1;-;1;2;6;1;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"314140 MEDINA";-;-;-;-;-;-;-;-;4;17;15;10;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;49
"314150 MENDES PIMENTEL";-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314160 MERCES";-;-;1;1;2;1;7;3;3;9;20;33;33;23;19;29;14;30;33;18;12;9;5;5;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;315
"314170 MESQUITA";5;4;1;4;6;-;1;-;2;-;-;3;6;3;3;4;-;1;2;1;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;52
"314180 MINAS NOVAS";85;111;152;172;199;202;216;176;119;125;101;88;60;80;74;52;17;10;6;7;5;5;5;13;8;4;4;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;2;1;1;-;-;1;-;-;2;2107
"314190 MINDURI";1;1;2;1;5;8;6;17;39;48;39;50;19;2;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;246
"314200 MIRABELA";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314220 MIRAI";-;1;12;8;2;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;31
"314225 MIRAVANIA";-;-;1;-;-;1;2;2;4;5;13;13;18;21;22;24;12;9;10;3;1;3;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167
"314230 MOEDA";-;2;3;1;3;5;10;10;29;32;30;38;33;16;6;2;-;2;-;1;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;231
"314240 MOEMA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
